DATEOCC,YEAR,MONTH,DAY,CURR_IUCR,FBI_CD,AREA,BEAT,DISTRICT,X_COORD,Y_COORD,LOCATION,INC_CNT
2008-01-19 17:52:07,2008,01,19,051B,04A,2,0433,04,1202386,1815905,290,1
2008-01-19 18:00:00,2008,01,19,0520,04A,2,0414,04,1192198,1852953,090,1
2008-01-19 18:10:00,2008,01,19,0520,04A,1,0825,08,1160962,1864100,090,1
2008-01-19 19:00:00,2008,01,19,051A,04A,1,0815,08,1145263,1868245,304,1
2008-01-20 01:50:00,2008,01,20,051A,04A,2,0322,03,1178869,1858028,103,1
2008-01-20 03:40:00,2008,01,20,051A,04A,1,0213,02,1180424,1878294,304,1
2008-01-20 04:50:00,2008,01,20,0520,04A,5,1632,16,1129423,1925781,090,1
2008-01-20 08:20:00,2008,01,20,051B,04A,2,2212,22,1164786,1829755,290,1
2008-01-20 10:45:00,2008,01,20,0550,04A,4,1233,12,1171873,1891112,277,1
2008-01-20 11:15:00,2008,01,20,0520,04A,2,0331,03,1191335,1860582,290,1
